 Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth
  2011,01,05,190000.00,-45.000,-115.000,1.0, 33
  2011,01,05,200000.00,-45.000,-115.000,1.0, 33
  2011,01,05,210000.00,-45.000,-115.000,1.0, 33
  2011,01,05,220000.00,-45.000,-115.000,1.0, 33
  2011,01,05,230000.00,-45.000,-115.000,1.0, 33
  2011,01,06,000000.00,-45.000,-115.000,1.0, 33
  2011,01,06,010000.00,-45.000,-115.000,1.0, 33
  2011,01,06,020000.00,-45.000,-115.000,1.0, 33
  2011,01,06,030000.00,-45.000,-115.000,1.0, 33
  2011,01,06,040000.00,-45.000,-115.000,1.0, 33
  2011,01,06,050000.00,-45.000,-115.000,1.0, 33
  2011,01,06,060000.00,-45.000,-115.000,1.0, 33
  2011,01,06,070000.00,-45.000,-115.000,1.0, 33
  2011,01,06,080000.00,-45.000,-115.000,1.0, 33
  2011,01,06,090000.00,-45.000,-115.000,1.0, 33
  2011,01,06,100000.00,-45.000,-115.000,1.0, 33
  2011,01,06,110000.00,-45.000,-115.000,1.0, 33
  2011,01,06,120000.00,-45.000,-115.000,1.0, 33
  2011,01,06,130000.00,-45.000,-115.000,1.0, 33
  2011,01,06,140000.00,-45.000,-115.000,1.0, 33
  2011,01,06,150000.00,-45.000,-115.000,1.0, 33
  2011,01,06,160000.00,-45.000,-115.000,1.0, 33
  2011,01,06,170000.00,-45.000,-115.000,1.0, 33
  2011,01,06,180000.00,-45.000,-115.000,1.0, 33
  2011,01,06,190000.00,-45.000,-115.000,1.0, 33
  2011,01,06,200000.00,-45.000,-115.000,1.0, 33
  2011,01,06,210000.00,-45.000,-115.000,1.0, 33
  2011,01,06,220000.00,-45.000,-115.000,1.0, 33
  2011,01,06,230000.00,-45.000,-115.000,1.0, 33
  2011,01,07,000000.00,-45.000,-115.000,1.0, 33
  2011,01,07,010000.00,-45.000,-115.000,1.0, 33
  2011,01,07,020000.00,-45.000,-115.000,1.0, 33
  2011,01,07,030000.00,-45.000,-115.000,1.0, 33
  2011,01,07,040000.00,-45.000,-115.000,1.0, 33
  2011,01,07,050000.00,-45.000,-115.000,1.0, 33
  2011,01,07,060000.00,-45.000,-115.000,1.0, 33
  2011,01,07,070000.00,-45.000,-115.000,1.0, 33
  2011,01,07,080000.00,-45.000,-115.000,1.0, 33
  2011,01,07,090000.00,-45.000,-115.000,1.0, 33
  2011,01,07,100000.00,-45.000,-115.000,1.0, 33
  2011,01,07,110000.00,-45.000,-115.000,1.0, 33
  2011,01,07,120000.00,-45.000,-115.000,1.0, 33
  2011,01,07,130000.00,-45.000,-115.000,1.0, 33
  2011,01,07,140000.00,-45.000,-115.000,1.0, 33
  2011,01,07,150000.00,-45.000,-115.000,1.0, 33
  2011,01,07,160000.00,-45.000,-115.000,1.0, 33
  2011,01,07,170000.00,-45.000,-115.000,1.0, 33
  2011,01,07,180000.00,-45.000,-115.000,1.0, 33
  2011,01,07,190000.00,-45.000,-115.000,1.0, 33
  2011,01,07,200000.00,-45.000,-115.000,1.0, 33
  2011,01,07,210000.00,-45.000,-115.000,1.0, 33
  2011,01,07,220000.00,-45.000,-115.000,1.0, 33
  2011,01,07,230000.00,-45.000,-115.000,1.0, 33
  2011,01,08,000000.00,-45.000,-115.000,1.0, 33
  2011,01,08,010000.00,-45.000,-115.000,1.0, 33
  2011,01,08,020000.00,-45.000,-115.000,1.0, 33
  2011,01,08,030000.00,-45.000,-115.000,1.0, 33
  2011,01,08,040000.00,-45.000,-115.000,1.0, 33
  2011,01,08,050000.00,-45.000,-115.000,1.0, 33
  2011,01,08,060000.00,-45.000,-115.000,1.0, 33
  2011,01,08,070000.00,-45.000,-115.000,1.0, 33
  2011,01,08,080000.00,-45.000,-115.000,1.0, 33
  2011,01,08,090000.00,-45.000,-115.000,1.0, 33
  2011,01,08,100000.00,-45.000,-115.000,1.0, 33
  2011,01,08,110000.00,-45.000,-115.000,1.0, 33
  2011,01,08,120000.00,-45.000,-115.000,1.0, 33
  2011,01,08,130000.00,-45.000,-115.000,1.0, 33
  2011,01,08,140000.00,-45.000,-115.000,1.0, 33
  2011,01,08,150000.00,-45.000,-115.000,1.0, 33
  2011,01,08,160000.00,-45.000,-115.000,1.0, 33
  2011,01,08,170000.00,-45.000,-115.000,1.0, 33
  2011,01,08,180000.00,-45.000,-115.000,1.0, 33
  2011,01,08,190000.00,-45.000,-115.000,1.0, 33
  2011,01,08,200000.00,-45.000,-115.000,1.0, 33
  2011,01,08,210000.00,-45.000,-115.000,1.0, 33
  2011,01,08,220000.00,-45.000,-115.000,1.0, 33
  2011,01,08,230000.00,-45.000,-115.000,1.0, 33
  2011,01,09,000000.00,-45.000,-115.000,1.0, 33
  2011,01,09,010000.00,-45.000,-115.000,1.0, 33
  2011,01,09,020000.00,-45.000,-115.000,1.0, 33
  2011,01,09,030000.00,-45.000,-115.000,1.0, 33
  2011,01,09,040000.00,-45.000,-115.000,1.0, 33
  2011,01,09,050000.00,-45.000,-115.000,1.0, 33
  2011,01,09,060000.00,-45.000,-115.000,1.0, 33
  2011,01,09,070000.00,-45.000,-115.000,1.0, 33
  2011,01,09,080000.00,-45.000,-115.000,1.0, 33
  2011,01,09,090000.00,-45.000,-115.000,1.0, 33
  2011,01,09,100000.00,-45.000,-115.000,1.0, 33
  2011,01,09,110000.00,-45.000,-115.000,1.0, 33
  2011,01,09,120000.00,-45.000,-115.000,1.0, 33
  2011,01,09,130000.00,-45.000,-115.000,1.0, 33
  2011,01,09,140000.00,-45.000,-115.000,1.0, 33
  2011,01,09,150000.00,-45.000,-115.000,1.0, 33
  2011,01,09,160000.00,-45.000,-115.000,1.0, 33
  2011,01,09,170000.00,-45.000,-115.000,1.0, 33
  2011,01,09,180000.00,-45.000,-115.000,1.0, 33
  2011,01,09,190000.00,-45.000,-115.000,1.0, 33
  2011,01,09,200000.00,-45.000,-115.000,1.0, 33
  2011,01,09,210000.00,-45.000,-115.000,1.0, 33
  2011,01,09,220000.00,-45.000,-115.000,1.0, 33
  2011,01,09,230000.00,-45.000,-115.000,1.0, 33
  2011,01,10,000000.00,-45.000,-115.000,1.0, 33
  2011,01,10,010000.00,-45.000,-115.000,1.0, 33
  2011,01,10,020000.00,-45.000,-115.000,1.0, 33
  2011,01,10,030000.00,-45.000,-115.000,1.0, 33
  2011,01,10,040000.00,-45.000,-115.000,1.0, 33
  2011,01,10,050000.00,-45.000,-115.000,1.0, 33
  2011,01,10,060000.00,-45.000,-115.000,1.0, 33
  2011,01,10,070000.00,-45.000,-115.000,1.0, 33
  2011,01,10,080000.00,-45.000,-115.000,1.0, 33
  2011,01,10,090000.00,-45.000,-115.000,1.0, 33
  2011,01,10,100000.00,-45.000,-115.000,1.0, 33
  2011,01,10,110000.00,-45.000,-115.000,1.0, 33
  2011,01,10,120000.00,-45.000,-115.000,1.0, 33
  2011,01,10,130000.00,-45.000,-115.000,1.0, 33
  2011,01,10,140000.00,-45.000,-115.000,1.0, 33
  2011,01,10,150000.00,-45.000,-115.000,1.0, 33
  2011,01,10,160000.00,-45.000,-115.000,1.0, 33
  2011,01,10,170000.00,-45.000,-115.000,1.0, 33
  2011,01,10,180000.00,-45.000,-115.000,1.0, 33
  2011,01,10,190000.00,-45.000,-115.000,1.0, 33
  2011,01,10,200000.00,-45.000,-115.000,1.0, 33
  2011,01,10,210000.00,-45.000,-115.000,1.0, 33
  2011,01,10,220000.00,-45.000,-115.000,1.0, 33
  2011,01,10,230000.00,-45.000,-115.000,1.0, 33
  2011,01,11,000000.00,-45.000,-115.000,1.0, 33
  2011,01,11,010000.00,-45.000,-115.000,1.0, 33
  2011,01,11,020000.00,-45.000,-115.000,1.0, 33
  2011,01,11,030000.00,-45.000,-115.000,1.0, 33
  2011,01,11,040000.00,-45.000,-115.000,1.0, 33
  2011,01,11,050000.00,-45.000,-115.000,1.0, 33
  2011,01,11,060000.00,-45.000,-115.000,1.0, 33
  2011,01,11,070000.00,-45.000,-115.000,1.0, 33
  2011,01,11,080000.00,-45.000,-115.000,1.0, 33
  2011,01,11,090000.00,-45.000,-115.000,1.0, 33
  2011,01,11,100000.00,-45.000,-115.000,1.0, 33
  2011,01,11,110000.00,-45.000,-115.000,1.0, 33
  2011,01,11,120000.00,-45.000,-115.000,1.0, 33
  2011,01,11,130000.00,-45.000,-115.000,1.0, 33
  2011,01,11,140000.00,-45.000,-115.000,1.0, 33
  2011,01,11,150000.00,-45.000,-115.000,1.0, 33
  2011,01,11,160000.00,-45.000,-115.000,1.0, 33
  2011,01,11,170000.00,-45.000,-115.000,1.0, 33
  2011,01,11,180000.00,-45.000,-115.000,1.0, 33
  2011,01,11,190000.00,-45.000,-115.000,1.0, 33
  2011,01,11,200000.00,-45.000,-115.000,1.0, 33
  2011,01,11,210000.00,-45.000,-115.000,1.0, 33
  2011,01,11,220000.00,-45.000,-115.000,1.0, 33
  2011,01,11,230000.00,-45.000,-115.000,1.0, 33
  2011,01,12,000000.00,-45.000,-115.000,1.0, 33
  2011,01,12,010000.00,-45.000,-115.000,1.0, 33
  2011,01,12,020000.00,-45.000,-115.000,1.0, 33
  2011,01,12,030000.00,-45.000,-115.000,1.0, 33
  2011,01,12,040000.00,-45.000,-115.000,1.0, 33
  2011,01,12,050000.00,-45.000,-115.000,1.0, 33
  2011,01,12,060000.00,-45.000,-115.000,1.0, 33
  2011,01,12,070000.00,-45.000,-115.000,1.0, 33
  2011,01,12,080000.00,-45.000,-115.000,1.0, 33
  2011,01,12,090000.00,-45.000,-115.000,1.0, 33
  2011,01,12,100000.00,-45.000,-115.000,1.0, 33
  2011,01,12,110000.00,-45.000,-115.000,1.0, 33
  2011,01,12,120000.00,-45.000,-115.000,1.0, 33
  2011,01,12,130000.00,-45.000,-115.000,1.0, 33
  2011,01,12,140000.00,-45.000,-115.000,1.0, 33
  2011,01,12,150000.00,-45.000,-115.000,1.0, 33
  2011,01,12,160000.00,-45.000,-115.000,1.0, 33
  2011,01,12,170000.00,-45.000,-115.000,1.0, 33
  2011,01,12,180000.00,-45.000,-115.000,1.0, 33
  2011,01,12,190000.00,-45.000,-115.000,1.0, 33
  2011,01,12,200000.00,-45.000,-115.000,1.0, 33
  2011,01,12,210000.00,-45.000,-115.000,1.0, 33
  2011,01,12,220000.00,-45.000,-115.000,1.0, 33
  2011,01,12,230000.00,-45.000,-115.000,1.0, 33
  2011,01,13,000000.00,-45.000,-115.000,1.0, 33
  2011,01,13,010000.00,-45.000,-115.000,1.0, 33
  2011,01,13,020000.00,-45.000,-115.000,1.0, 33
  2011,01,13,030000.00,-45.000,-115.000,1.0, 33
  2011,01,13,040000.00,-45.000,-115.000,1.0, 33
  2011,01,13,050000.00,-45.000,-115.000,1.0, 33
  2011,01,13,060000.00,-45.000,-115.000,1.0, 33
  2011,01,13,070000.00,-45.000,-115.000,1.0, 33
  2011,01,13,080000.00,-45.000,-115.000,1.0, 33
  2011,01,13,090000.00,-45.000,-115.000,1.0, 33
  2011,01,13,100000.00,-45.000,-115.000,1.0, 33
  2011,01,13,110000.00,-45.000,-115.000,1.0, 33
  2011,01,13,120000.00,-45.000,-115.000,1.0, 33
  2011,01,13,130000.00,-45.000,-115.000,1.0, 33
  2011,01,13,140000.00,-45.000,-115.000,1.0, 33
  2011,01,13,150000.00,-45.000,-115.000,1.0, 33
  2011,01,13,160000.00,-45.000,-115.000,1.0, 33
  2011,01,13,170000.00,-45.000,-115.000,1.0, 33
  2011,01,13,180000.00,-45.000,-115.000,1.0, 33
  2011,01,13,190000.00,-45.000,-115.000,1.0, 33
  2011,01,13,200000.00,-45.000,-115.000,1.0, 33
  2011,01,13,210000.00,-45.000,-115.000,1.0, 33
  2011,01,13,220000.00,-45.000,-115.000,1.0, 33
  2011,01,13,230000.00,-45.000,-115.000,1.0, 33
  2011,01,14,000000.00,-45.000,-115.000,1.0, 33
  2011,01,14,010000.00,-45.000,-115.000,1.0, 33
  2011,01,14,020000.00,-45.000,-115.000,1.0, 33
  2011,01,14,030000.00,-45.000,-115.000,1.0, 33
  2011,01,14,040000.00,-45.000,-115.000,1.0, 33
  2011,01,14,050000.00,-45.000,-115.000,1.0, 33
  2011,01,14,060000.00,-45.000,-115.000,1.0, 33
  2011,01,14,070000.00,-45.000,-115.000,1.0, 33
  2011,01,14,080000.00,-45.000,-115.000,1.0, 33
  2011,01,14,090000.00,-45.000,-115.000,1.0, 33
  2011,01,14,100000.00,-45.000,-115.000,1.0, 33
  2011,01,14,110000.00,-45.000,-115.000,1.0, 33
  2011,01,14,120000.00,-45.000,-115.000,1.0, 33
  2011,01,14,130000.00,-45.000,-115.000,1.0, 33
  2011,01,14,140000.00,-45.000,-115.000,1.0, 33
  2011,01,14,150000.00,-45.000,-115.000,1.0, 33
  2011,01,14,160000.00,-45.000,-115.000,1.0, 33
  2011,01,14,170000.00,-45.000,-115.000,1.0, 33
  2011,01,14,180000.00,-45.000,-115.000,1.0, 33
  2011,01,14,190000.00,-45.000,-115.000,1.0, 33
  2011,01,14,200000.00,-45.000,-115.000,1.0, 33
  2011,01,14,210000.00,-45.000,-115.000,1.0, 33
  2011,01,14,220000.00,-45.000,-115.000,1.0, 33
  2011,01,14,230000.00,-45.000,-115.000,1.0, 33
  2011,01,15,000000.00,-45.000,-115.000,1.0, 33
  2011,01,15,010000.00,-45.000,-115.000,1.0, 33
  2011,01,15,020000.00,-45.000,-115.000,1.0, 33
  2011,01,15,030000.00,-45.000,-115.000,1.0, 33
  2011,01,15,040000.00,-45.000,-115.000,1.0, 33
  2011,01,15,050000.00,-45.000,-115.000,1.0, 33
  2011,01,15,060000.00,-45.000,-115.000,1.0, 33
  2011,01,15,070000.00,-45.000,-115.000,1.0, 33
  2011,01,15,080000.00,-45.000,-115.000,1.0, 33
  2011,01,15,090000.00,-45.000,-115.000,1.0, 33
  2011,01,15,100000.00,-45.000,-115.000,1.0, 33
  2011,01,15,110000.00,-45.000,-115.000,1.0, 33
  2011,01,15,120000.00,-45.000,-115.000,1.0, 33
  2011,01,15,130000.00,-45.000,-115.000,1.0, 33
  2011,01,15,140000.00,-45.000,-115.000,1.0, 33
  2011,01,15,150000.00,-45.000,-115.000,1.0, 33
  2011,01,15,160000.00,-45.000,-115.000,1.0, 33
  2011,01,15,170000.00,-45.000,-115.000,1.0, 33
  2011,01,15,180000.00,-45.000,-115.000,1.0, 33
  2011,01,15,190000.00,-45.000,-115.000,1.0, 33
  2011,01,15,200000.00,-45.000,-115.000,1.0, 33
  2011,01,15,210000.00,-45.000,-115.000,1.0, 33
  2011,01,15,220000.00,-45.000,-115.000,1.0, 33
  2011,01,15,230000.00,-45.000,-115.000,1.0, 33
  2011,01,16,000000.00,-45.000,-115.000,1.0, 33
  2011,01,16,010000.00,-45.000,-115.000,1.0, 33
  2011,01,16,020000.00,-45.000,-115.000,1.0, 33
  2011,01,16,030000.00,-45.000,-115.000,1.0, 33
  2011,01,16,040000.00,-45.000,-115.000,1.0, 33
  2011,01,16,050000.00,-45.000,-115.000,1.0, 33
  2011,01,16,060000.00,-45.000,-115.000,1.0, 33
  2011,01,16,070000.00,-45.000,-115.000,1.0, 33
  2011,01,16,080000.00,-45.000,-115.000,1.0, 33
  2011,01,16,090000.00,-45.000,-115.000,1.0, 33
  2011,01,16,100000.00,-45.000,-115.000,1.0, 33
  2011,01,16,110000.00,-45.000,-115.000,1.0, 33
  2011,01,16,120000.00,-45.000,-115.000,1.0, 33
  2011,01,16,130000.00,-45.000,-115.000,1.0, 33
  2011,01,16,140000.00,-45.000,-115.000,1.0, 33
  2011,01,16,150000.00,-45.000,-115.000,1.0, 33
  2011,01,16,160000.00,-45.000,-115.000,1.0, 33
  2011,01,16,170000.00,-45.000,-115.000,1.0, 33
  2011,01,16,180000.00,-45.000,-115.000,1.0, 33
  2011,01,16,190000.00,-45.000,-115.000,1.0, 33
  2011,01,16,200000.00,-45.000,-115.000,1.0, 33
  2011,01,16,210000.00,-45.000,-115.000,1.0, 33
  2011,01,16,220000.00,-45.000,-115.000,1.0, 33
  2011,01,16,230000.00,-45.000,-115.000,1.0, 33
  2011,01,17,000000.00,-45.000,-115.000,1.0, 33
  2011,01,17,010000.00,-45.000,-115.000,1.0, 33
  2011,01,17,020000.00,-45.000,-115.000,1.0, 33
  2011,01,17,030000.00,-45.000,-115.000,1.0, 33
  2011,01,17,040000.00,-45.000,-115.000,1.0, 33
  2011,01,17,050000.00,-45.000,-115.000,1.0, 33
  2011,01,17,060000.00,-45.000,-115.000,1.0, 33
  2011,01,17,070000.00,-45.000,-115.000,1.0, 33
  2011,01,17,080000.00,-45.000,-115.000,1.0, 33
  2011,01,17,090000.00,-45.000,-115.000,1.0, 33
  2011,01,17,100000.00,-45.000,-115.000,1.0, 33
  2011,01,17,110000.00,-45.000,-115.000,1.0, 33
  2011,01,17,120000.00,-45.000,-115.000,1.0, 33
  2011,01,17,130000.00,-45.000,-115.000,1.0, 33
  2011,01,17,140000.00,-45.000,-115.000,1.0, 33
  2011,01,17,150000.00,-45.000,-115.000,1.0, 33
  2011,01,17,160000.00,-45.000,-115.000,1.0, 33
  2011,01,17,170000.00,-45.000,-115.000,1.0, 33
  2011,01,17,180000.00,-45.000,-115.000,1.0, 33
  2011,01,17,190000.00,-45.000,-115.000,1.0, 33
  2011,01,17,200000.00,-45.000,-115.000,1.0, 33
  2011,01,17,210000.00,-45.000,-115.000,1.0, 33
  2011,01,17,220000.00,-45.000,-115.000,1.0, 33
  2011,01,17,230000.00,-45.000,-115.000,1.0, 33
  2011,01,18,000000.00,-45.000,-115.000,1.0, 33
  2011,01,18,010000.00,-45.000,-115.000,1.0, 33
  2011,01,18,020000.00,-45.000,-115.000,1.0, 33
  2011,01,18,030000.00,-45.000,-115.000,1.0, 33
  2011,01,18,040000.00,-45.000,-115.000,1.0, 33
  2011,01,18,050000.00,-45.000,-115.000,1.0, 33
  2011,01,18,060000.00,-45.000,-115.000,1.0, 33
  2011,01,18,070000.00,-45.000,-115.000,1.0, 33
  2011,01,18,080000.00,-45.000,-115.000,1.0, 33
  2011,01,18,090000.00,-45.000,-115.000,1.0, 33
  2011,01,18,100000.00,-45.000,-115.000,1.0, 33
  2011,01,18,110000.00,-45.000,-115.000,1.0, 33
  2011,01,18,120000.00,-45.000,-115.000,1.0, 33
  2011,01,18,130000.00,-45.000,-115.000,1.0, 33
  2011,01,18,140000.00,-45.000,-115.000,1.0, 33
  2011,01,18,150000.00,-45.000,-115.000,1.0, 33
  2011,01,18,160000.00,-45.000,-115.000,1.0, 33
  2011,01,18,170000.00,-45.000,-115.000,1.0, 33
  2011,01,18,180000.00,-45.000,-115.000,1.0, 33
  2011,01,18,190000.00,-45.000,-115.000,1.0, 33
  2011,01,18,200000.00,-45.000,-115.000,1.0, 33
  2011,01,18,210000.00,-45.000,-115.000,1.0, 33
  2011,01,18,220000.00,-45.000,-115.000,1.0, 33
  2011,01,18,230000.00,-45.000,-115.000,1.0, 33
  2011,01,19,000000.00,-45.000,-115.000,1.0, 33
  2011,01,19,010000.00,-45.000,-115.000,1.0, 33
  2011,01,19,020000.00,-45.000,-115.000,1.0, 33
  2011,01,19,030000.00,-45.000,-115.000,1.0, 33
  2011,01,19,040000.00,-45.000,-115.000,1.0, 33
  2011,01,19,050000.00,-45.000,-115.000,1.0, 33
  2011,01,19,060000.00,-45.000,-115.000,1.0, 33
  2011,01,19,070000.00,-45.000,-115.000,1.0, 33
  2011,01,19,080000.00,-45.000,-115.000,1.0, 33
  2011,01,19,090000.00,-45.000,-115.000,1.0, 33
  2011,01,19,100000.00,-45.000,-115.000,1.0, 33
  2011,01,19,110000.00,-45.000,-115.000,1.0, 33
  2011,01,19,120000.00,-45.000,-115.000,1.0, 33
  2011,01,19,130000.00,-45.000,-115.000,1.0, 33
  2011,01,19,140000.00,-45.000,-115.000,1.0, 33
  2011,01,19,150000.00,-45.000,-115.000,1.0, 33
  2011,01,19,160000.00,-45.000,-115.000,1.0, 33
  2011,01,19,170000.00,-45.000,-115.000,1.0, 33
  2011,01,19,180000.00,-45.000,-115.000,1.0, 33
  2011,01,19,190000.00,-45.000,-115.000,1.0, 33
  2011,01,19,200000.00,-45.000,-115.000,1.0, 33
  2011,01,19,210000.00,-45.000,-115.000,1.0, 33
  2011,01,19,220000.00,-45.000,-115.000,1.0, 33
  2011,01,19,230000.00,-45.000,-115.000,1.0, 33
  2011,01,20,000000.00,-45.000,-115.000,1.0, 33
  2011,01,20,010000.00,-45.000,-115.000,1.0, 33
  2011,01,20,020000.00,-45.000,-115.000,1.0, 33
  2011,01,20,030000.00,-45.000,-115.000,1.0, 33
  2011,01,20,040000.00,-45.000,-115.000,1.0, 33
  2011,01,20,050000.00,-45.000,-115.000,1.0, 33
  2011,01,20,060000.00,-45.000,-115.000,1.0, 33
